TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.eclipse.cargotracker.domain.model.cargo.Cargo,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7646513816243508,153,112
